date,vegetableName,price,units,id,shopingMallPrice,retailPrice
22-04-2022,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
22-04-2022,Amla,50,1kg,amla,60 - 83,58 - 64
22-04-2022,Ash gourd,16,1kg,ashGourd,19 - 26,18 - 20
22-04-2022,Baby Corn,50,1kg,babyCorn,60 - 83,58 - 64
22-04-2022,Banana Flower,20,1kg,bananaFlower,24 - 33,23 - 25
22-04-2022,Capsicum,36,1kg,capsicum,43 - 59,41 - 46
22-04-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
22-04-2022,Bottle Gourd,20,1kg,bottleGourd,24 - 33,23 - 25
22-04-2022,Butter Beans,40,1kg,butterBeans,48 - 66,46 - 51
22-04-2022,Broad Beans,22,1kg,broadBeans,26 - 36,25 - 28
22-04-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
22-04-2022,Carrot,26,1kg,carrot,31 - 43,30 - 33
22-04-2022,Cauliflower,22,1kg,cauliflower,26 - 36,25 - 28
22-04-2022,Cluster beans,31,1kg,clusterBeans,37 - 51,36 - 39
22-04-2022,Coconut,22,1kg,coconut,26 - 36,25 - 28
22-04-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
22-04-2022,Colocasia,23,1kg,colocasia,28 - 38,26 - 29
22-04-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
22-04-2022,Corn,26,1kg,corn,31 - 43,30 - 33
22-04-2022,Cucumber,15,1kg,cucumber,18 - 25,17 - 19
22-04-2022,Curry Leaves,42,1kg,curryLeaves,50 - 69,48 - 53
22-04-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
22-04-2022,Drumsticks,40,1kg,drumsticks,48 - 66,46 - 51
22-04-2022,Brinjal,25,1kg,brinjal,30 - 41,29 - 32
22-04-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
22-04-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
22-04-2022,Fenugreek Leaves,14,1kg,fenugreekLeaves,17 - 23,16 - 18
22-04-2022,French Beans,25,1kg,frenchBeans,30 - 41,29 - 32
22-04-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
22-04-2022,Ginger,37,1kg,ginger,44 - 61,43 - 47
22-04-2022,Onion Green,36,1kg,onionGreen,43 - 59,41 - 46
22-04-2022,Green Peas,47,1kg,greenPeas,56 - 78,54 - 60
22-04-2022,Ivy Gourd,33,1kg,ivyGourd,40 - 54,38 - 42
22-04-2022,Lemon (Lime),37,1kg,lemon,44 - 61,43 - 47
22-04-2022,Mango Raw,57,1kg,mangoRaw,68 - 94,66 - 72
22-04-2022,Mint Leaves,5,1kg,mintLeaves,06-Aug,06-Jun
22-04-2022,Mushroom,77,1kg,mushroom,92 - 127,89 - 98
22-04-2022,Mustard Leaves,20,1kg,mustardLeaves,24 - 33,23 - 25
22-04-2022,Ladies Finger,22,1kg,ladiesFinger,26 - 36,25 - 28
22-04-2022,Pumpkin,25,1kg,pumpkin,30 - 41,29 - 32
22-04-2022,Radish,18,1kg,radish,22 - 30,21 - 23
22-04-2022,Ridge Gourd,28,1kg,ridgeGourd,34 - 46,32 - 36
22-04-2022,Shallot (Pearl Onion),33,1kg,shallot,40 - 54,38 - 42
22-04-2022,Snake Gourd,22,1kg,snakeGourd,26 - 36,25 - 28
22-04-2022,Sorrel Leaves,11,1kg,sorrelLeaves,13 - 18,13 - 14
22-04-2022,Spinach,15,1kg,spinach,18 - 25,17 - 19
22-04-2022,Sweet Potato,46,1kg,sweetPotato,55 - 76,53 - 58
23-04-2022,Onion Big,18,1kg,onionBig,22 - 30,21 - 23
23-04-2022,Onion Small,30,1kg,onionSmall,36 - 50,35 - 38
23-04-2022,Tomato,18,1kg,tomato,22 - 30,21 - 23
23-04-2022,Green Chilli,35,1kg,greenChili,42 - 58,40 - 44
23-04-2022,Beetroot,24,1kg,beetroot,29 - 40,28 - 30
23-04-2022,Potato,21,1kg,potato,25 - 35,24 - 27
23-04-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
23-04-2022,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
23-04-2022,Amla,50,1kg,amla,60 - 83,58 - 64
23-04-2022,Ash gourd,16,1kg,ashGourd,19 - 26,18 - 20
23-04-2022,Baby Corn,50,1kg,babyCorn,60 - 83,58 - 64
23-04-2022,Banana Flower,20,1kg,bananaFlower,24 - 33,23 - 25
23-04-2022,Capsicum,36,1kg,capsicum,43 - 59,41 - 46
23-04-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
23-04-2022,Bottle Gourd,20,1kg,bottleGourd,24 - 33,23 - 25
23-04-2022,Butter Beans,40,1kg,butterBeans,48 - 66,46 - 51
23-04-2022,Broad Beans,22,1kg,broadBeans,26 - 36,25 - 28
23-04-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
23-04-2022,Carrot,26,1kg,carrot,31 - 43,30 - 33
23-04-2022,Cauliflower,22,1kg,cauliflower,26 - 36,25 - 28
23-04-2022,Cluster beans,31,1kg,clusterBeans,37 - 51,36 - 39
23-04-2022,Coconut,22,1kg,coconut,26 - 36,25 - 28
23-04-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
23-04-2022,Colocasia,23,1kg,colocasia,28 - 38,26 - 29
23-04-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
23-04-2022,Corn,26,1kg,corn,31 - 43,30 - 33
23-04-2022,Cucumber,15,1kg,cucumber,18 - 25,17 - 19
23-04-2022,Curry Leaves,42,1kg,curryLeaves,50 - 69,48 - 53
23-04-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
23-04-2022,Drumsticks,40,1kg,drumsticks,48 - 66,46 - 51
23-04-2022,Brinjal,25,1kg,brinjal,30 - 41,29 - 32
23-04-2022,Brinjal (Big),25,1kg,brinjalBig,30 - 41,29 - 32
23-04-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
23-04-2022,Fenugreek Leaves,14,1kg,fenugreekLeaves,17 - 23,16 - 18
23-04-2022,French Beans,25,1kg,frenchBeans,30 - 41,29 - 32
23-04-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
23-04-2022,Ginger,37,1kg,ginger,44 - 61,43 - 47
23-04-2022,Onion Green,36,1kg,onionGreen,43 - 59,41 - 46
23-04-2022,Green Peas,47,1kg,greenPeas,56 - 78,54 - 60
23-04-2022,Ivy Gourd,33,1kg,ivyGourd,40 - 54,38 - 42
23-04-2022,Lemon (Lime),37,1kg,lemon,44 - 61,43 - 47
23-04-2022,Mango Raw,57,1kg,mangoRaw,68 - 94,66 - 72
23-04-2022,Mint Leaves,5,1kg,mintLeaves,06-Aug,06-Jun
23-04-2022,Mushroom,77,1kg,mushroom,92 - 127,89 - 98
23-04-2022,Mustard Leaves,20,1kg,mustardLeaves,24 - 33,23 - 25
23-04-2022,Ladies Finger,22,1kg,ladiesFinger,26 - 36,25 - 28
23-04-2022,Pumpkin,25,1kg,pumpkin,30 - 41,29 - 32
23-04-2022,Radish,18,1kg,radish,22 - 30,21 - 23
23-04-2022,Ridge Gourd,28,1kg,ridgeGourd,34 - 46,32 - 36
23-04-2022,Shallot (Pearl Onion),33,1kg,shallot,40 - 54,38 - 42
23-04-2022,Snake Gourd,22,1kg,snakeGourd,26 - 36,25 - 28
23-04-2022,Sorrel Leaves,11,1kg,sorrelLeaves,13 - 18,13 - 14
23-04-2022,Spinach,15,1kg,spinach,18 - 25,17 - 19
23-04-2022,Sweet Potato,46,1kg,sweetPotato,55 - 76,53 - 58
24-04-2022,Onion Big,21,1kg,onionBig,25 - 35,24 - 27
24-04-2022,Onion Small,27,1kg,onionSmall,32 - 45,31 - 34
24-04-2022,Tomato,10,1kg,tomato,Dec-17,Dec-13
24-04-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
24-04-2022,Beetroot,30,1kg,beetroot,36 - 50,35 - 38
24-04-2022,Potato,25,1kg,potato,30 - 41,29 - 32
24-04-2022,Raw Banana (Plantain),6,1kg,plantain,07-Oct,07-Aug
24-04-2022,Amaranth Leaves,16,1kg,amaranthLeaves,19 - 26,18 - 20
24-04-2022,Amla,60,1kg,amla,72 - 99,69 - 76
24-04-2022,Ash gourd,20,1kg,ashGourd,24 - 33,23 - 25
24-04-2022,Baby Corn,48,1kg,babyCorn,58 - 79,55 - 61
24-04-2022,Banana Flower,19,1kg,bananaFlower,23 - 31,22 - 24
24-04-2022,Capsicum,31,1kg,capsicum,37 - 51,36 - 39
24-04-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
24-04-2022,Bottle Gourd,20,1kg,bottleGourd,24 - 33,23 - 25
24-04-2022,Butter Beans,42,1kg,butterBeans,50 - 69,48 - 53
24-04-2022,Broad Beans,27,1kg,broadBeans,32 - 45,31 - 34
24-04-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
24-04-2022,Carrot,28,1kg,carrot,34 - 46,32 - 36
24-04-2022,Cauliflower,24,1kg,cauliflower,29 - 40,28 - 30
24-04-2022,Cluster beans,32,1kg,clusterBeans,38 - 53,37 - 41
24-04-2022,Coconut,20,1kg,coconut,24 - 33,23 - 25
24-04-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
24-04-2022,Colocasia,23,1kg,colocasia,28 - 38,26 - 29
24-04-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
24-04-2022,Corn,26,1kg,corn,31 - 43,30 - 33
24-04-2022,Cucumber,13,1kg,cucumber,16 - 21,15 - 17
24-04-2022,Curry Leaves,37,1kg,curryLeaves,44 - 61,43 - 47
24-04-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
24-04-2022,Drumsticks,60,1kg,drumsticks,72 - 99,69 - 76
24-04-2022,Brinjal,23,1kg,brinjal,28 - 38,26 - 29
24-04-2022,Brinjal (Big),28,1kg,brinjalBig,34 - 46,32 - 36
24-04-2022,Elephant Yam,31,1kg,elephantYam,37 - 51,36 - 39
24-04-2022,Fenugreek Leaves,13,1kg,fenugreekLeaves,16 - 21,15 - 17
24-04-2022,French Beans,35,1kg,frenchBeans,42 - 58,40 - 44
24-04-2022,Garlic,65,1kg,garlic,78 - 107,75 - 83
24-04-2022,Ginger,35,1kg,ginger,42 - 58,40 - 44
24-04-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
24-04-2022,Green Peas,44,1kg,greenPeas,53 - 73,51 - 56
24-04-2022,Ivy Gourd,26,1kg,ivyGourd,31 - 43,30 - 33
24-04-2022,Lemon (Lime),37,1kg,lemon,44 - 61,43 - 47
24-04-2022,Mango Raw,32,1kg,mangoRaw,38 - 53,37 - 41
24-04-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
24-04-2022,Mushroom,90,1kg,mushroom,108 - 149,104 - 114
24-04-2022,Mustard Leaves,20,1kg,mustardLeaves,24 - 33,23 - 25
24-04-2022,Ladies Finger,20,1kg,ladiesFinger,24 - 33,23 - 25
24-04-2022,Pumpkin,25,1kg,pumpkin,30 - 41,29 - 32
24-04-2022,Radish,22,1kg,radish,26 - 36,25 - 28
24-04-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
24-04-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
24-04-2022,Snake Gourd,19,1kg,snakeGourd,23 - 31,22 - 24
24-04-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
24-04-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
24-04-2022,Sweet Potato,42,1kg,sweetPotato,50 - 69,48 - 53
25-04-2022,Onion Big,21,1kg,onionBig,25 - 35,24 - 27
25-04-2022,Onion Small,27,1kg,onionSmall,32 - 45,31 - 34
25-04-2022,Tomato,10,1kg,tomato,Dec-17,Dec-13
25-04-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
25-04-2022,Beetroot,30,1kg,beetroot,36 - 50,35 - 38
25-04-2022,Potato,25,1kg,potato,30 - 41,29 - 32
25-04-2022,Raw Banana (Plantain),6,1kg,plantain,07-Oct,07-Aug
25-04-2022,Amaranth Leaves,16,1kg,amaranthLeaves,19 - 26,18 - 20
25-04-2022,Amla,60,1kg,amla,72 - 99,69 - 76
25-04-2022,Ash gourd,20,1kg,ashGourd,24 - 33,23 - 25
25-04-2022,Baby Corn,48,1kg,babyCorn,58 - 79,55 - 61
25-04-2022,Banana Flower,19,1kg,bananaFlower,23 - 31,22 - 24
25-04-2022,Capsicum,31,1kg,capsicum,37 - 51,36 - 39
25-04-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
25-04-2022,Bottle Gourd,20,1kg,bottleGourd,24 - 33,23 - 25
25-04-2022,Butter Beans,42,1kg,butterBeans,50 - 69,48 - 53
25-04-2022,Broad Beans,27,1kg,broadBeans,32 - 45,31 - 34
25-04-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
25-04-2022,Carrot,28,1kg,carrot,34 - 46,32 - 36
25-04-2022,Cauliflower,24,1kg,cauliflower,29 - 40,28 - 30
25-04-2022,Cluster beans,32,1kg,clusterBeans,38 - 53,37 - 41
25-04-2022,Coconut,20,1kg,coconut,24 - 33,23 - 25
25-04-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
25-04-2022,Colocasia,23,1kg,colocasia,28 - 38,26 - 29
25-04-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
25-04-2022,Corn,26,1kg,corn,31 - 43,30 - 33
25-04-2022,Cucumber,13,1kg,cucumber,16 - 21,15 - 17
25-04-2022,Curry Leaves,37,1kg,curryLeaves,44 - 61,43 - 47
25-04-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
25-04-2022,Drumsticks,60,1kg,drumsticks,72 - 99,69 - 76
25-04-2022,Brinjal,23,1kg,brinjal,28 - 38,26 - 29
25-04-2022,Brinjal (Big),28,1kg,brinjalBig,34 - 46,32 - 36
25-04-2022,Elephant Yam,31,1kg,elephantYam,37 - 51,36 - 39
25-04-2022,Fenugreek Leaves,13,1kg,fenugreekLeaves,16 - 21,15 - 17
25-04-2022,French Beans,35,1kg,frenchBeans,42 - 58,40 - 44
25-04-2022,Garlic,65,1kg,garlic,78 - 107,75 - 83
25-04-2022,Ginger,35,1kg,ginger,42 - 58,40 - 44
25-04-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
25-04-2022,Green Peas,44,1kg,greenPeas,53 - 73,51 - 56
25-04-2022,Ivy Gourd,26,1kg,ivyGourd,31 - 43,30 - 33
25-04-2022,Lemon (Lime),37,1kg,lemon,44 - 61,43 - 47
25-04-2022,Mango Raw,32,1kg,mangoRaw,38 - 53,37 - 41
25-04-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
25-04-2022,Mushroom,90,1kg,mushroom,108 - 149,104 - 114
25-04-2022,Mustard Leaves,20,1kg,mustardLeaves,24 - 33,23 - 25
25-04-2022,Ladies Finger,20,1kg,ladiesFinger,24 - 33,23 - 25
25-04-2022,Pumpkin,25,1kg,pumpkin,30 - 41,29 - 32
25-04-2022,Radish,22,1kg,radish,26 - 36,25 - 28
25-04-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
25-04-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
25-04-2022,Snake Gourd,19,1kg,snakeGourd,23 - 31,22 - 24
25-04-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
25-04-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
25-04-2022,Sweet Potato,42,1kg,sweetPotato,50 - 69,48 - 53
26-04-2022,Onion Big,21,1kg,onionBig,25 - 35,24 - 27
26-04-2022,Onion Small,27,1kg,onionSmall,32 - 45,31 - 34
26-04-2022,Tomato,10,1kg,tomato,Dec-17,Dec-13
26-04-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
26-04-2022,Beetroot,30,1kg,beetroot,36 - 50,35 - 38
26-04-2022,Potato,25,1kg,potato,30 - 41,29 - 32
26-04-2022,Raw Banana (Plantain),6,1kg,plantain,07-Oct,07-Aug
26-04-2022,Amaranth Leaves,16,1kg,amaranthLeaves,19 - 26,18 - 20
26-04-2022,Amla,60,1kg,amla,72 - 99,69 - 76
26-04-2022,Ash gourd,20,1kg,ashGourd,24 - 33,23 - 25
26-04-2022,Baby Corn,48,1kg,babyCorn,58 - 79,55 - 61
26-04-2022,Banana Flower,19,1kg,bananaFlower,23 - 31,22 - 24
26-04-2022,Capsicum,31,1kg,capsicum,37 - 51,36 - 39
26-04-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
26-04-2022,Bottle Gourd,20,1kg,bottleGourd,24 - 33,23 - 25
26-04-2022,Butter Beans,42,1kg,butterBeans,50 - 69,48 - 53
26-04-2022,Broad Beans,27,1kg,broadBeans,32 - 45,31 - 34
26-04-2022,Cabbage,20,1kg,cabbage,24 - 33,23 - 25
26-04-2022,Carrot,28,1kg,carrot,34 - 46,32 - 36
26-04-2022,Cauliflower,24,1kg,cauliflower,29 - 40,28 - 30
26-04-2022,Cluster beans,32,1kg,clusterBeans,38 - 53,37 - 41
26-04-2022,Coconut,20,1kg,coconut,24 - 33,23 - 25
26-04-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
26-04-2022,Colocasia,23,1kg,colocasia,28 - 38,26 - 29
26-04-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
26-04-2022,Corn,26,1kg,corn,31 - 43,30 - 33
26-04-2022,Cucumber,13,1kg,cucumber,16 - 21,15 - 17
26-04-2022,Curry Leaves,37,1kg,curryLeaves,44 - 61,43 - 47
26-04-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
26-04-2022,Drumsticks,60,1kg,drumsticks,72 - 99,69 - 76
26-04-2022,Brinjal,23,1kg,brinjal,28 - 38,26 - 29
26-04-2022,Brinjal (Big),28,1kg,brinjalBig,34 - 46,32 - 36
26-04-2022,Elephant Yam,31,1kg,elephantYam,37 - 51,36 - 39
26-04-2022,Fenugreek Leaves,13,1kg,fenugreekLeaves,16 - 21,15 - 17
26-04-2022,French Beans,35,1kg,frenchBeans,42 - 58,40 - 44
26-04-2022,Garlic,65,1kg,garlic,78 - 107,75 - 83
26-04-2022,Ginger,35,1kg,ginger,42 - 58,40 - 44
26-04-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
26-04-2022,Green Peas,44,1kg,greenPeas,53 - 73,51 - 56
26-04-2022,Ivy Gourd,26,1kg,ivyGourd,31 - 43,30 - 33
26-04-2022,Lemon (Lime),37,1kg,lemon,44 - 61,43 - 47
26-04-2022,Mango Raw,32,1kg,mangoRaw,38 - 53,37 - 41
26-04-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
26-04-2022,Mushroom,90,1kg,mushroom,108 - 149,104 - 114
26-04-2022,Mustard Leaves,20,1kg,mustardLeaves,24 - 33,23 - 25
26-04-2022,Ladies Finger,20,1kg,ladiesFinger,24 - 33,23 - 25
26-04-2022,Pumpkin,25,1kg,pumpkin,30 - 41,29 - 32
26-04-2022,Radish,22,1kg,radish,26 - 36,25 - 28
26-04-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
26-04-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
26-04-2022,Snake Gourd,19,1kg,snakeGourd,23 - 31,22 - 24
26-04-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
26-04-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
26-04-2022,Sweet Potato,42,1kg,sweetPotato,50 - 69,48 - 53
27-04-2022,Onion Big,23,1kg,onionBig,28 - 38,26 - 29
27-04-2022,Onion Small,28,1kg,onionSmall,34 - 46,32 - 36
27-04-2022,Tomato,40,1kg,tomato,48 - 66,46 - 51
27-04-2022,Green Chilli,45,1kg,greenChili,54 - 74,52 - 57
27-04-2022,Beetroot,29,1kg,beetroot,35 - 48,33 - 37
27-04-2022,Potato,26,1kg,potato,31 - 43,30 - 33
27-04-2022,Raw Banana (Plantain),8,1kg,plantain,Oct-13,09-Oct
27-04-2022,Amaranth Leaves,14,1kg,amaranthLeaves,17 - 23,16 - 18
27-04-2022,Amla,60,1kg,amla,72 - 99,69 - 76
27-04-2022,Ash gourd,16,1kg,ashGourd,19 - 26,18 - 20
27-04-2022,Baby Corn,49,1kg,babyCorn,59 - 81,56 - 62
27-04-2022,Banana Flower,20,1kg,bananaFlower,24 - 33,23 - 25
27-04-2022,Capsicum,33,1kg,capsicum,40 - 54,38 - 42
27-04-2022,Bitter Gourd,29,1kg,bitterGourd,35 - 48,33 - 37
27-04-2022,Bottle Gourd,18,1kg,bottleGourd,22 - 30,21 - 23
27-04-2022,Butter Beans,40,1kg,butterBeans,48 - 66,46 - 51
27-04-2022,Broad Beans,27,1kg,broadBeans,32 - 45,31 - 34
27-04-2022,Cabbage,18,1kg,cabbage,22 - 30,21 - 23
27-04-2022,Carrot,35,1kg,carrot,42 - 58,40 - 44
27-04-2022,Cauliflower,22,1kg,cauliflower,26 - 36,25 - 28
27-04-2022,Cluster beans,32,1kg,clusterBeans,38 - 53,37 - 41
27-04-2022,Coconut,19,1kg,coconut,23 - 31,22 - 24
27-04-2022,Colocasia Leaves,15,1kg,colocasiaLeaves,18 - 25,17 - 19
27-04-2022,Colocasia,27,1kg,colocasia,32 - 45,31 - 34
27-04-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
27-04-2022,Corn,23,1kg,corn,28 - 38,26 - 29
27-04-2022,Cucumber,14,1kg,cucumber,17 - 23,16 - 18
27-04-2022,Curry Leaves,39,1kg,curryLeaves,47 - 64,45 - 50
27-04-2022,Dill Leaves,11,1kg,dillLeaves,13 - 18,13 - 14
27-04-2022,Drumsticks,40,1kg,drumsticks,48 - 66,46 - 51
27-04-2022,Brinjal,25,1kg,brinjal,30 - 41,29 - 32
27-04-2022,Brinjal (Big),24,1kg,brinjalBig,29 - 40,28 - 30
27-04-2022,Elephant Yam,32,1kg,elephantYam,38 - 53,37 - 41
27-04-2022,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
27-04-2022,French Beans,33,1kg,frenchBeans,40 - 54,38 - 42
27-04-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
27-04-2022,Ginger,39,1kg,ginger,47 - 64,45 - 50
27-04-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
27-04-2022,Green Peas,46,1kg,greenPeas,55 - 76,53 - 58
27-04-2022,Ivy Gourd,33,1kg,ivyGourd,40 - 54,38 - 42
27-04-2022,Lemon (Lime),38,1kg,lemon,46 - 63,44 - 48
27-04-2022,Mango Raw,24,1kg,mangoRaw,29 - 40,28 - 30
27-04-2022,Mint Leaves,7,1kg,mintLeaves,08-Dec,08-Sep
27-04-2022,Mushroom,75,1kg,mushroom,90 - 124,86 - 95
27-04-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
27-04-2022,Ladies Finger,20,1kg,ladiesFinger,24 - 33,23 - 25
27-04-2022,Pumpkin,20,1kg,pumpkin,24 - 33,23 - 25
27-04-2022,Radish,21,1kg,radish,25 - 35,24 - 27
27-04-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
27-04-2022,Shallot (Pearl Onion),34,1kg,shallot,41 - 56,39 - 43
27-04-2022,Snake Gourd,17,1kg,snakeGourd,20 - 28,20 - 22
27-04-2022,Sorrel Leaves,11,1kg,sorrelLeaves,13 - 18,13 - 14
27-04-2022,Spinach,10,1kg,spinach,Dec-17,Dec-13
27-04-2022,Sweet Potato,38,1kg,sweetPotato,46 - 63,44 - 48
28-04-2022,Onion Big,23,1kg,onionBig,28 - 38,26 - 29
28-04-2022,Onion Small,28,1kg,onionSmall,34 - 46,32 - 36
28-04-2022,Tomato,40,1kg,tomato,48 - 66,46 - 51
28-04-2022,Green Chilli,45,1kg,greenChili,54 - 74,52 - 57
28-04-2022,Beetroot,29,1kg,beetroot,35 - 48,33 - 37
28-04-2022,Potato,26,1kg,potato,31 - 43,30 - 33
28-04-2022,Raw Banana (Plantain),8,1kg,plantain,Oct-13,09-Oct
28-04-2022,Amaranth Leaves,14,1kg,amaranthLeaves,17 - 23,16 - 18
28-04-2022,Amla,60,1kg,amla,72 - 99,69 - 76
28-04-2022,Ash gourd,16,1kg,ashGourd,19 - 26,18 - 20
28-04-2022,Baby Corn,49,1kg,babyCorn,59 - 81,56 - 62
28-04-2022,Banana Flower,20,1kg,bananaFlower,24 - 33,23 - 25
28-04-2022,Capsicum,33,1kg,capsicum,40 - 54,38 - 42
28-04-2022,Bitter Gourd,29,1kg,bitterGourd,35 - 48,33 - 37
28-04-2022,Bottle Gourd,18,1kg,bottleGourd,22 - 30,21 - 23
28-04-2022,Butter Beans,40,1kg,butterBeans,48 - 66,46 - 51
28-04-2022,Broad Beans,27,1kg,broadBeans,32 - 45,31 - 34
28-04-2022,Cabbage,18,1kg,cabbage,22 - 30,21 - 23
28-04-2022,Carrot,35,1kg,carrot,42 - 58,40 - 44
28-04-2022,Cauliflower,22,1kg,cauliflower,26 - 36,25 - 28
28-04-2022,Cluster beans,32,1kg,clusterBeans,38 - 53,37 - 41
28-04-2022,Coconut,19,1kg,coconut,23 - 31,22 - 24
28-04-2022,Colocasia Leaves,15,1kg,colocasiaLeaves,18 - 25,17 - 19
28-04-2022,Colocasia,27,1kg,colocasia,32 - 45,31 - 34
28-04-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
28-04-2022,Corn,23,1kg,corn,28 - 38,26 - 29
28-04-2022,Cucumber,14,1kg,cucumber,17 - 23,16 - 18
28-04-2022,Curry Leaves,39,1kg,curryLeaves,47 - 64,45 - 50
28-04-2022,Dill Leaves,11,1kg,dillLeaves,13 - 18,13 - 14
28-04-2022,Drumsticks,40,1kg,drumsticks,48 - 66,46 - 51
28-04-2022,Brinjal,25,1kg,brinjal,30 - 41,29 - 32
28-04-2022,Brinjal (Big),24,1kg,brinjalBig,29 - 40,28 - 30
28-04-2022,Elephant Yam,32,1kg,elephantYam,38 - 53,37 - 41
28-04-2022,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
28-04-2022,French Beans,33,1kg,frenchBeans,40 - 54,38 - 42
28-04-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
28-04-2022,Ginger,39,1kg,ginger,47 - 64,45 - 50
28-04-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
28-04-2022,Green Peas,46,1kg,greenPeas,55 - 76,53 - 58
28-04-2022,Ivy Gourd,33,1kg,ivyGourd,40 - 54,38 - 42
28-04-2022,Lemon (Lime),38,1kg,lemon,46 - 63,44 - 48
28-04-2022,Mango Raw,24,1kg,mangoRaw,29 - 40,28 - 30
28-04-2022,Mint Leaves,7,1kg,mintLeaves,08-Dec,08-Sep
28-04-2022,Mushroom,75,1kg,mushroom,90 - 124,86 - 95
28-04-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
28-04-2022,Ladies Finger,20,1kg,ladiesFinger,24 - 33,23 - 25
28-04-2022,Pumpkin,20,1kg,pumpkin,24 - 33,23 - 25
28-04-2022,Radish,21,1kg,radish,25 - 35,24 - 27
28-04-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
